food_code,name,group,kcal,protein_g,fat_g,satfat_g,carbs_g,sugars_g,fibre_g,salt_g
14-379,"Mangoes, ripe, flesh only, raw, weighed with skin and stone",FA,30,0.4,0.4,0.09,6.7,6.5,0.7,0.005
14-151,"Mangosteen, flesh only",FA,73,0.6,0.5,0.0,16.4,16.1,0.0,0.002
13-835,"Marjoram, dried",H,271,12.7,7.0,0.0,42.5,0.0,0.0,0.192
17-078,Marmalade,SC,261,0.1,0.0,0.0,69.5,69.5,0.5,0.16
13-276,"Marrow, boiled in unsalted water",DG,9,0.4,0.2,0.0,1.6,1.4,0.6,0.002
13-277,"Marrow, parwal, raw",DG,14,1.6,0.0,0.0,2.1,0.8,0.0,0.01
13-274,"Marrow, raw",DG,12,0.5,0.2,0.0,2.2,2.1,0.5,0.002
17-668,Mars bar and own brand equivalents,SEA,404,4.1,15.3,7.31,66.6,63.3,1.5,0.435
17-114,Marshmallows,SEC,327,3.9,0.0,0.0,83.1,64.5,0.0,0.072
14-893,"Marzipan, homemade",GA,460,10.4,25.7,2.17,50.1,48.7,3.3,0.055
14-875,"Marzipan, white and yellow, retail",GA,389,5.3,12.7,1.03,67.6,67.6,2.4,0.05
13-588,"Matoki, boiled in unsalted water",DG,91,1.3,0.2,0.1,22.3,0.6,1.5,0.005
13-279,"Matoki, raw",DG,90,1.2,0.2,0.1,22.3,0.9,1.5,0.005
17-809,"Mayonnaise, homemade",WC,786,1.7,84.2,12.2,0.1,0.1,0.0,0.048
17-679,"Mayonnaise, reduced fat",WCG,288,1.0,28.1,2.12,8.2,4.6,0.0,0.0
17-654,"Mayonnaise, standard, retail",WCG,686,1.1,74.8,5.65,2.4,2.4,0.0,0.328
15-822,"Mchicha, homemade",DR,73,3.6,4.7,0.35,4.0,3.0,3.3,0.428
19-605,"Meat loaf, homemade",MR,213,16.6,10.9,4.01,12.7,1.5,0.4,0.385
19-326,"Meat samosas, takeaway",MR,272,11.4,17.3,4.45,18.9,1.9,2.4,1.022
19-506,Meat spread,MI,192,15.7,13.4,5.5,2.3,0.2,2.2,1.45
19-613,"Meatballs, pork and beef, in tomato sauce, homemade",MR,123,10.0,7.2,2.69,4.6,2.8,0.9,0.15
14-152,"Medlars, flesh only",FA,42,0.5,0.0,0.0,10.6,10.6,0.0,0.015
14-826,Melon seeds,GA,583,28.5,47.7,12.0,9.9,0.0,0.0,0.248
14-339,"Melon, Canteloupe-type, flesh only",FA,19,0.6,0.1,0.0,4.2,4.2,1.8,0.02
14-352,"Melon, Canteloupe-type, flesh only, weighed whole",FA,12,0.4,0.1,0.0,2.5,2.5,1.1,0.012
14-353,"Melon, Canteloupe-type, flesh only, weighed with skin",FA,13,0.4,0.1,0.0,2.8,2.8,1.2,0.012
14-354,"Melon, flesh only, average",FA,24,0.5,0.1,0.0,5.5,5.5,1.3,0.042
14-355,"Melon, flesh only, average, weighed whole",FA,15,0.3,0.1,0.0,3.5,3.5,0.8,0.028
14-356,"Melon, flesh only, average, weighed with skin",FA,16,0.3,0.1,0.0,3.7,3.7,0.9,0.028
14-159,"Melon, Galia, flesh only",FA,24,0.5,0.1,0.0,5.6,5.6,0.4,0.078
14-160,"Melon, Galia, flesh only, weighed whole",FA,16,0.3,0.1,0.0,3.6,3.6,0.3,0.05
14-161,"Melon, Galia, flesh only, weighed with skin",FA,16,0.3,0.1,0.0,3.8,3.8,0.3,0.052
14-357,"Melon, Honeydew, flesh only, weighed whole",FA,17,0.3,0.1,0.02,4.0,4.0,0.4,0.015
14-358,"Melon, Honeydew, flesh only, weighed with skin",FA,18,0.3,0.1,0.02,4.3,4.3,0.4,0.018
14-296,"Melon, watermelon, flesh only",FA,31,0.5,0.3,0.1,7.1,7.1,0.1,0.005
14-309,"Melon, watermelon, flesh only, weighed whole",FA,18,0.3,0.2,0.0,4.0,4.0,0.1,0.002
14-328,"Melon, yellow flesh, flesh only",FA,29,0.5,0.1,0.03,6.8,6.8,0.7,0.028
12-517,"Meringue, homemade",BR,385,6.3,0.0,0.0,96.0,96.0,0.0,0.282
12-585,"Meringue, with cream, homemade",BR,331,2.9,24.2,15.14,27.2,27.2,0.0,0.112
15-628,"Methi aloo, homemade",DR,142,2.7,10.4,1.06,10.1,1.5,2.9,1.342
11-1091,"Milk bread, homemade",AF,289,8.8,7.0,2.47,50.8,2.1,2.0,0.19
12-513,"Milk drink, fermented, with probiotics",BH,70,3.0,1.2,0.78,12.7,12.3,0.1,0.05
17-733,"Milk shake, powder",PAA,388,1.3,1.6,0.0,98.3,98.3,0.0,0.05
12-589,"Milk shake, powder, made up with semi-skimmed milk",BH,70,3.3,1.7,0.0,11.2,11.2,0.0,0.102
12-590,"Milk shake, powder, made up with skimmed milk",BH,59,3.3,0.3,0.0,11.3,11.3,0.0,0.108
12-591,"Milk shake, powder, made up with whole milk",BH,86,3.3,3.5,0.0,11.1,11.1,0.0,0.1
12-512,"Milk, 1% fat, pasteurised",BA,41,3.5,1.0,0.6,4.8,4.8,0.0,0.11
12-321,"Milk, Channel Islands, whole, pasteurised",BAB,72,3.5,4.7,3.02,4.3,4.3,0.0,0.098
12-322,"Milk, Channel islands, whole, summer",BAB,73,3.9,4.7,2.99,4.1,4.1,0.0,0.098
12-323,"Milk, Channel islands, whole, winter",BAB,72,3.2,4.7,3.25,4.4,4.4,0.0,0.098
12-520,"Milk, condensed, whole, sweetened",BAR,310,7.4,8.0,4.99,55.5,55.5,0.0,0.225
12-324,"Milk, evaporated, light",BAR,107,7.8,4.1,2.5,10.3,10.3,0.0,0.288
12-522,"Milk, evaporated, whole",BAR,166,8.4,9.4,5.9,12.7,12.7,0.0,0.45
12-535,"Milk, flavoured, pasteurised, chocolate",BAR,72,3.6,1.5,0.99,11.7,11.0,0.0,0.112
12-326,"Milk, flavoured, pasteurised, strawberry, banana",BAR,64,3.6,1.5,1.02,9.6,8.9,0.0,0.13
12-328,"Milk, goats, pasteurised",BC,62,3.1,3.7,2.37,4.4,4.4,0.0,0.105
12-038,"Milk, human, colostrum",BC,56,2.0,2.6,1.1,6.6,6.6,0.0,0.118
12-536,"Milk, human, mature",BC,69,1.3,4.1,1.92,7.2,7.2,0.0,0.038
12-039,"Milk, human, transitional",BC,67,1.5,3.7,1.5,6.9,6.9,0.0,0.075
12-313,"Milk, semi-skimmed, pasteurised, average",BAH,46,3.5,1.7,1.07,4.7,4.7,0.0,0.108
12-418,"Milk, semi-skimmed, pasteurised, summer and autumn",BAH,46,3.5,1.7,1.01,4.5,4.5,0.0,0.108
12-419,"Milk, semi-skimmed, pasteurised, winter and spring",BAH,47,3.4,1.7,0.98,4.9,4.9,0.0,0.108
12-314,"Milk, semi-skimmed, UHT",BAH,46,3.3,1.6,1.1,4.9,4.9,0.0,0.125
12-329,"Milk, sheeps, raw",BC,93,5.4,5.8,3.58,5.1,5.1,0.0,0.11
12-521,"Milk, skimmed, dried, fortified",BAR,348,36.1,0.6,0.4,52.9,52.9,0.0,1.375
12-307,"Milk, skimmed, pasteurised, average",BAE,34,3.5,0.3,0.13,4.8,4.8,0.0,0.11
12-308,"Milk, skimmed, pasteurised, summer",BAE,32,3.5,0.2,0.1,4.4,4.4,0.0,0.122
12-309,"Milk, skimmed, pasteurised, winter",BAE,32,3.5,0.2,0.1,4.2,4.2,0.0,0.105
12-554,"Milk, skimmed, UHT",BAE,33,3.4,0.1,0.0,4.9,4.9,0.0,0.1
12-523,"Milk, soya, non-dairy alternative to milk, sweetened, fortified",BC,43,3.1,2.4,0.38,2.5,2.2,0.5,0.14
12-524,"Milk, soya, non-dairy alternative to milk, unsweetened, fortified",BC,26,2.4,1.6,0.24,0.5,0.2,0.5,0.0
12-596,"Milk, whole, pasteurised, average",BAK,63,3.4,3.6,2.29,4.6,4.6,0.0,0.105
12-598,"Milk, whole, pasteurised, summer and autumn",BAK,61,3.4,3.6,2.29,4.1,4.1,0.0,0.112
12-597,"Milk, whole, pasteurised, winter and spring",BAK,64,3.3,3.6,2.29,5.0,5.0,0.0,0.1
12-320,"Milk, whole, UHT",BAK,66,3.2,3.9,2.36,4.8,4.8,0.0,0.138
12-327,"Milkshake, thick, takeaway",BAR,88,3.7,1.8,1.21,15.3,11.1,0.0,0.142
17-669,Milky Way and own brand equivalents,SEA,444,3.8,15.7,7.73,76.6,69.7,1.0,0.55
11-1092,"Mince pies, homemade, individual",AP,436,4.2,23.5,0.0,55.5,29.0,1.8,0.405
11-848,"Mince pies, retail",AS,377,3.8,14.9,5.97,60.7,35.5,2.6,0.252
17-765,Mincemeat,SC,274,0.6,4.3,0.0,62.1,62.1,1.3,0.045
17-852,"Mincemeat, vegetarian, homemade",S,306,1.7,9.5,4.4,43.8,42.5,1.4,0.15
11-825,"Minibreads, toasted, retail",AM,423,10.5,13.6,3.22,68.9,3.3,4.2,2.162
17-707,Mint sauce,WCN,101,1.6,0.0,0.0,21.5,21.5,0.0,1.2
17-811,"Mint sauce, homemade",WC,85,0.8,0.1,0.0,19.4,0.0,0.0,0.012
13-837,"Mint, dried",H,279,24.8,4.6,0.0,34.6,0.0,0.0,0.245
13-836,"Mint, fresh",H,43,3.8,0.7,0.0,5.3,0.0,0.0,0.038
13-886,Mixed curry spices,H,0,13.2,13.3,0.0,0.0,0.0,0.0,2.885
13-884,"Mixed herbs, dried",H,261,12.1,8.5,0.0,36.3,0.0,0.0,0.202
17-059,Molasses,SC,266,0.0,0.1,0.0,68.8,59.4,0.0,0.092
16-093,"Monkfish, flesh only, grilled",JA,96,22.7,0.6,0.1,0.0,0.0,0.0,0.065
16-094,"Monkfish, flesh only, grilled, weighed with bones",JA,74,17.5,0.4,0.1,0.0,0.0,0.0,0.05
16-092,"Monkfish, flesh only, raw",JA,66,15.7,0.4,0.1,0.0,0.0,0.0,0.045
11-912,"Mooli paratha, homemade",AF,171,5.9,2.3,0.41,33.8,1.8,4.8,0.988
19-609,"Moussaka, homemade",MR,128,8.5,8.0,3.39,4.5,2.7,1.0,0.18
19-507,"Moussaka, retail, reheated",MR,140,8.3,8.3,2.9,8.6,2.0,1.9,0.7
15-734,"Moussaka, vegetable, homemade",DR,133,4.4,8.6,2.4,8.7,2.4,1.2,0.17
15-652,"Moussaka, vegetable, retail",DR,98,5.9,4.9,0.0,8.0,4.5,0.0,0.525
12-401,"Mousse, chocolate, low fat",BR,123,5.5,3.7,2.54,18.0,15.8,0.0,0.172
12-402,"Mousse, fruit",BR,143,4.5,6.4,4.11,18.0,18.0,0.0,0.155
11-781,"Muesli, Swiss style, no added sugar or salt, unfortified",AI,357,9.8,5.9,1.19,70.7,13.0,8.5,0.165
11-780,"Muesli, Swiss style, unfortified",AI,366,9.2,6.3,1.27,72.6,21.3,8.8,0.345
11-1094,"Muffins, American style, chocolate chip, homemade",AN,384,6.3,17.5,10.37,53.6,28.2,1.3,0.658
11-737,"Muffins, American, chocolate, retail",AN,436,5.5,25.4,4.83,49.5,30.9,1.0,0.99
11-738,"Muffins, American, not chocolate, retail",AN,375,5.0,19.5,2.4,47.8,27.7,1.8,0.625
11-1095,"Muffins, bran, homemade",AP,263,8.2,7.0,3.5,44.5,17.3,9.2,0.878
11-541,"Muffins, English style, white",AP,223,10.0,1.9,0.38,44.2,3.4,2.6,1.078
11-542,"Muffins, English style, white, toasted",AP,261,11.3,2.7,0.43,51.0,3.8,3.0,1.232
14-168,"Mulberries, whole fruit, raw",FA,36,1.3,0.0,0.0,8.1,8.1,0.0,0.005
14-169,"Mulberries, whole fruit, stewed with sugar",FA,65,1.0,0.0,0.0,16.2,16.2,0.0,0.002
14-170,"Mulberries, whole fruit, stewed without sugar",FA,30,1.1,0.0,0.0,6.9,6.9,0.0,0.002
16-096,"Mullet, Grey, flesh only, grilled",JA,150,25.7,5.2,1.4,0.0,0.0,0.0,0.21
16-095,"Mullet, Grey, flesh only, raw",JA,115,19.8,4.0,1.1,0.0,0.0,0.0,0.162
16-097,"Mullet, Grey, grilled, weighed with bones and skin",JA,82,14.1,2.9,0.8,0.0,0.0,0.0,0.115
16-099,"Mullet, Red, flesh only, grilled",JA,121,20.4,4.4,0.0,0.0,0.0,0.0,0.275
16-100,"Mullet, Red, flesh only, grilled, weighed with bones and skin",JA,57,9.6,2.1,0.0,0.0,0.0,0.0,0.125
16-098,"Mullet, Red, flesh only, raw",JA,109,18.7,3.8,0.0,0.0,0.0,0.0,0.228
17-416,"Mushroom, dried",DI,159,21.8,6.0,1.2,4.8,3.6,13.3,0.15
13-288,"Mushrooms, Chinese, dried, raw",DG,284,10.0,1.8,0.0,59.9,0.0,0.0,0.095
13-289,"Mushrooms, Jew's ear, tender, dried, raw",DG,279,6.9,1.0,0.0,62.4,0.0,0.0,0.158
13-290,"Mushrooms, Jew's ear, tender, dried, soaked, raw",DG,29,0.7,0.7,0.0,5.7,0.0,0.0,0.002
13-291,"Mushrooms, Jew's ear, tough, dried, raw",DG,325,4.8,2.0,0.0,68.7,0.0,0.0,0.325
13-292,"Mushrooms, Jew's ear, tough, dried, soaked, raw",DG,76,1.1,0.2,0.0,15.1,0.0,0.0,0.088
13-293,"Mushrooms, oyster, raw",DG,8,1.6,0.2,0.0,0.0,0.0,0.0,0.192
13-295,"Mushrooms, shiitake, cooked",DG,55,1.6,0.2,0.1,12.3,0.0,0.0,0.01
13-294,"Mushrooms, shiitake, dried, raw",DG,296,9.6,1.0,0.2,63.9,0.0,0.0,0.032
13-546,"Mushrooms, white, fried in corn oil",DG,106,1.4,11.0,1.6,0.4,0.4,1.0,0.015
13-507,"Mushrooms, white, fried in rapeseed oil",DG,106,1.4,11.0,0.75,0.4,0.4,1.0,0.015
13-545,"Mushrooms, white, fried in salted butter",DG,106,1.4,11.0,7.36,0.4,0.4,1.0,0.375
13-505,"Mushrooms, white, raw",DG,7,1.0,0.2,0.04,0.3,0.3,0.7,0.01
13-506,"Mushrooms, white, stewed in unsalted water",DG,9,1.4,0.3,0.08,0.1,0.0,2.6,0.008
16-411,"Mussels in white wine sauce, cooked",JM,82,9.7,3.2,1.26,3.7,0.8,0.0,1.52
16-390,"Mussels, purchased cooked",JM,104,17.7,2.2,0.34,3.5,0.0,0.0,1.002
16-497,"Mussels, raw",JM,74,12.1,1.8,0.4,2.5,0.0,0.0,0.725
13-297,"Mustard and cress, raw",DG,13,1.6,0.6,0.0,0.4,0.4,1.1,0.048
13-299,"Mustard leaves, boiled in unsalted water",DG,17,2.0,0.2,0.0,1.9,0.5,0.0,0.04
13-298,"Mustard leaves, raw",DG,27,2.5,0.3,0.0,3.6,0.8,0.0,0.062
17-362,Mustard powder,WY,452,28.9,28.7,1.5,20.7,0.0,0.0,0.012
13-839,Mustard seeds,H,0,24.9,28.8,1.5,0.0,0.0,0.0,0.012
17-363,"Mustard, powder, made up",WY,226,14.5,14.4,0.8,10.4,0.0,0.0,0.008
17-364,"Mustard, smooth",WY,139,7.1,8.2,0.5,9.7,7.8,0.0,7.375
17-365,"Mustard, wholegrain",WY,140,8.2,10.2,0.6,4.2,3.9,4.9,4.05
14-380,"Nectarines, flesh and skin, raw",FA,43,1.0,0.3,0.02,9.8,9.8,1.3,0.0
14-381,"Nectarines, flesh and skin, raw, weighed with stones",FA,40,0.9,0.3,0.02,9.0,9.0,1.2,0.0
11-719,"Noodles, egg, dried, raw",AD,338,12.0,2.0,0.31,72.6,1.7,3.9,1.25
11-941,"Noodles, egg, fine, dried, boiled in unsalted water",AD,129,4.7,0.8,0.12,27.5,0.0,2.3,0.272
11-1096,"Noodles, egg, fried with spring onions, homemade",AD,244,5.0,12.2,0.88,30.5,0.2,2.0,0.3
11-724,"Noodles, egg, medium, dried, boiled in unsalted water",AD,166,5.8,1.0,0.15,35.7,0.0,3.0,0.352
11-942,"Noodles, egg, thick, dried, boiled in unsalted water",AD,143,5.0,0.9,0.13,30.7,0.0,2.6,0.302
11-725,"Noodles, rice, fine, dried, boiled in unsalted water",AD,89,1.9,0.2,0.05,21.3,0.0,1.1,0.01
17-814,"Nougat, homemade",SEC,413,5.2,10.2,1.61,80.0,79.6,1.1,0.288
15-216,"Nut and rice roast, mixed nuts with egg, homemade",DR,333,12.1,21.9,3.5,23.5,2.7,3.5,1.05
15-215,"Nut and rice roast, mixed nuts, homemade",DR,346,12.0,22.6,3.5,25.2,2.9,3.7,1.1
15-218,"Nut and seed roast, mixed nuts and sunflower seeds with egg, homemade",DR,335,13.0,23.9,3.4,18.1,2.7,3.9,0.75
15-217,"Nut and seed roast, mixed nuts and sunflower seeds, homemade",DR,349,12.9,24.9,3.4,19.6,2.9,4.2,0.775
15-220,"Nut and vegetable roast, mixed nuts with egg, homemade",DR,304,11.3,21.2,3.3,18.3,3.6,3.6,0.725
15-219,"Nut and vegetable roast, mixed nuts, homemade",DR,314,11.1,21.9,3.2,19.6,3.8,3.9,0.75
15-208,"Nut croquettes, fried in sunflower oil, homemade",DR,351,9.3,26.2,3.6,21.6,2.5,3.4,0.55
15-209,"Nut croquettes, fried in vegetable oil, homemade",DR,351,9.3,26.2,3.4,21.6,2.5,3.4,0.55
15-210,"Nut cutlets, retail, fried in sunflower oil",DR,289,4.8,22.3,2.5,18.7,1.3,1.7,0.525
15-211,"Nut cutlets, retail, fried in vegetable oil",DR,289,4.8,22.3,2.4,18.7,1.3,1.7,0.525
15-212,"Nut cutlets, retail, grilled",DR,212,5.1,13.0,1.4,19.9,1.4,1.8,0.55
15-643,"Nut roast, homemade",DR,335,13.2,23.5,3.63,18.8,4.1,4.0,0.385
15-214,"Nut roast, mixed nuts with egg, homemade",DR,338,13.3,24.7,3.9,16.9,3.0,3.9,0.825
15-221,"Nut, mushroom and rice roast, homemade",DR,260,7.8,15.3,2.2,24.3,2.8,2.7,0.725
13-877,"Nutmeg, ground",H,0,5.8,36.3,25.9,0.0,28.5,20.8,0.04
14-880,"Nuts, mixed",GA,581,23.8,49.1,7.72,11.6,5.6,6.2,0.012
11-1100,"Oatcakes, homemade",AM,411,9.5,15.9,6.76,61.4,0.3,6.8,0.438
11-823,"Oatcakes, plain, retail",AM,453,9.3,20.0,5.67,62.8,3.2,9.4,1.99
16-259,"Octopus, raw",JM,83,17.9,1.3,0.3,0.0,0.0,0.0,0.0
17-031,"Oil, coconut",OC,899,0.0,99.9,86.5,0.0,0.0,0.0,0.0
17-488,"Oil, cod liver",OC,899,0.0,99.9,21.1,0.0,0.0,0.0,0.0
17-033,"Oil, corn",OC,899,0.0,99.9,14.4,0.0,0.0,0.0,0.0
17-034,"Oil, cottonseed",OC,891,0.0,99.0,26.1,0.0,0.0,0.0,0.0
17-035,"Oil, evening primrose",OC,899,0.0,99.9,7.8,0.0,0.0,0.0,0.0
17-036,"Oil, grapeseed",OC,899,0.0,99.9,11.1,0.0,0.0,0.0,0.0
17-037,"Oil, hazelnut",OC,899,0.0,99.9,7.8,0.0,0.0,0.0,0.0
17-038,"Oil, olive",OC,899,0.0,99.9,14.3,0.0,0.0,0.0,0.0
17-039,"Oil, palm",OC,899,0.0,99.9,47.8,0.0,0.0,0.0,0.0
17-040,"Oil, peanut (groundnut)",OC,899,0.0,99.9,20.0,0.0,0.0,0.0,0.0
17-041,"Oil, rapeseed",OC,899,0.0,99.9,6.6,0.0,0.0,0.0,0.0
17-042,"Oil, safflower",OC,899,0.0,99.9,9.7,0.0,0.0,0.0,0.0
17-043,"Oil, sesame",OC,898,0.2,99.7,14.6,0.0,0.0,0.0,0.005
17-044,"Oil, soya",OC,899,0.0,99.9,15.6,0.0,0.0,0.0,0.0
17-045,"Oil, sunflower",OC,899,0.0,99.9,12.0,0.0,0.0,0.0,0.0
17-686,"Oil, vegetable, average",OC,899,0.0,99.9,6.6,0.0,0.0,0.0,0.0
17-047,"Oil, walnut",OC,899,0.0,99.9,9.1,0.0,0.0,0.0,0.0
17-048,"Oil, wheatgerm",OC,899,0.0,99.9,18.6,0.0,0.0,0.0,0.0
15-824,"Okra with tomatoes and onion, Greek, homemade",DR,180,2.8,16.7,2.53,5.0,4.2,4.1,0.02
15-825,"Okra with tomatoes and onion, West Indian, homemade",DR,98,3.0,7.7,0.74,4.7,4.0,4.2,0.062
13-652,"Okra, boiled in unsalted water",DG,16,1.8,0.2,0.07,1.9,1.4,3.1,0.012
13-300,"Okra, raw",DG,31,2.8,1.0,0.3,3.0,2.5,4.0,0.02
13-302,"Okra, stir-fried in corn oil",DG,269,4.3,26.1,3.3,4.4,3.6,6.3,0.032
14-340,"Olives, green, in brine, drained, flesh and skin",FA,103,0.9,11.0,1.7,0.0,0.0,2.9,3.325
14-359,"Olives, green, in brine, drained, flesh and skin, weighed with stones",FA,82,0.7,8.8,1.4,0.0,0.0,2.3,2.66
12-947,"Omelette, cheese, homemade",CD,268,15.9,22.7,9.55,0.0,0.0,0.0,0.842
12-956,"Omelette, curried, homemade",CDE,370,8.4,36.0,20.52,3.5,1.4,1.6,0.96
12-946,"Omelette, plain, homemade",CD,191,10.9,16.4,3.22,0.0,0.0,0.0,0.34
12-957,"Omelette, Spanish, homemade",CD,112,5.6,7.6,1.19,5.9,3.2,1.3,0.138
17-815,"Onion sauce, made with semi-skimmed milk, homemade",WCD,88,3.0,4.7,1.88,9.0,4.8,1.0,0.162
17-816,"Onion sauce, made with skimmed milk, homemade",WCD,80,3.1,3.8,1.25,9.0,4.8,1.0,0.165
17-817,"Onion sauce, made with whole milk, homemade",WCD,91,3.3,5.5,2.68,7.8,4.8,0.7,0.148
13-589,"Onions, baked",DG,43,1.2,0.2,0.0,9.9,7.7,2.7,0.01
13-500,"Onions, boiled in unsalted water",DG,25,0.7,0.3,0.0,5.4,4.2,2.3,0.005
13-590,"Onions, dried, raw",DG,309,8.8,1.2,0.0,70.2,54.4,19.3,0.25
13-611,"Onions, fried in butter",D,95,1.2,5.3,3.5,11.2,8.6,3.0,0.0
13-592,"Onions, fried in corn oil",DG,95,1.2,5.3,0.74,11.2,8.6,3.0,0.01
13-593,"Onions, fried in lard",DG,95,1.2,5.3,2.08,11.2,8.6,3.0,0.008
13-591,"Onions, fried in rapeseed oil",DG,95,1.2,5.3,0.34,11.2,8.6,3.0,0.01
13-501,"Onions, fried in sunflower oil",DG,95,1.2,5.3,0.62,11.2,8.6,3.0,0.01
13-309,"Onions, pickled, drained",DG,24,0.9,0.2,0.0,4.9,3.5,1.6,1.125
13-499,"Onions, raw",DG,35,1.0,0.1,0.0,8.0,6.2,2.2,0.008
14-330,"Orange juice, ambient, UHT",FC,34,0.6,0.0,0.0,8.5,8.5,0.2,0.008
14-329,"Orange juice, chilled",FC,36,0.9,0.0,0.0,8.6,8.6,0.2,0.002
14-369,"Orange juice, freshly squeezed",FC,33,0.6,0.0,0.0,8.1,8.1,0.1,0.005
14-370,"Orange juice, freshly squeezed, weighed as whole fruit",FC,15,0.3,0.0,0.0,3.7,3.7,0.0,0.002
16-199,"Orange roughy, raw",JC,126,14.7,7.0,0.3,0.0,0.0,0.0,0.192
14-327,"Oranges, flesh only",FA,36,0.8,0.2,0.05,8.2,8.2,1.2,0.002
14-360,"Oranges, flesh only, weighed with peel and pips",FA,27,0.8,0.2,0.04,5.8,5.8,1.2,0.0
13-878,"Oregano, dried, ground",H,0,9.0,4.3,1.55,0.0,4.1,42.5,0.062
13-891,"Oregano, fresh",H,0,1.8,0.9,0.23,0.0,0.8,8.6,0.012
14-177,"Ortaniques, flesh only",FA,49,1.0,0.2,0.0,11.7,11.7,1.7,0.012
17-818,"Ovaltine powder, made up with semi-skimmed milk",PAA,81,3.9,1.7,1.11,13.4,9.5,0.5,0.128
17-819,"Ovaltine powder, made up with skimmed milk",PAA,70,3.9,0.4,0.27,13.5,9.6,0.5,0.132
17-820,"Ovaltine powder, made up with whole milk",PAA,96,3.8,3.4,2.19,13.3,9.4,0.5,0.128
17-734,"Ovaltine, powder",PAA,358,7.3,1.9,1.4,83.1,48.3,4.3,0.3
18-420,"Oxtail, meat only, stewed with added salt",MG,243,30.5,13.4,0.0,0.0,0.0,0.0,0.475
50-494,"Oxtail, meat only, stewed, weighed with fat and bones",MG,92,11.6,5.1,0.0,0.0,0.0,0.0,0.18
18-419,"Oxtail, raw",MG,171,20.0,10.1,4.2,0.0,0.0,0.0,0.275
16-260,"Oysters, raw",JM,65,10.8,1.3,0.2,2.7,0.0,0.0,1.275
16-261,"Oysters, raw, weighed with shells",JM,9,1.5,0.2,0.0,0.4,0.0,0.0,0.178
13-516,"Pak choi, steamed",DG,14,1.5,0.1,0.02,1.9,1.5,2.0,0.098
15-620,"Pakora, vegetable, takeaway and restaurant",DR,293,8.4,22.0,3.73,16.5,1.5,3.3,1.198
15-826,"Pakora/bhajia, aubergine, fried in vegetable oil, homemade",DR,294,7.9,22.5,1.63,17.2,2.1,4.8,0.045
15-827,"Pakora/bhajia, cauliflower, fried in vegetable oil, homemade",DR,320,9.2,23.9,1.71,18.2,2.8,4.7,0.055
15-828,"Pakora/bhajia, onion, fried in vegetable oil, homemade",DR,270,11.2,14.7,1.09,24.6,3.4,5.7,0.038
15-829,"Pakora/bhajia, potato and cauliflower, fried in vegetable oil, homemade",DR,325,8.6,22.3,1.77,23.9,2.0,4.0,0.015
15-830,"Pakora/bhajia, potato, carrot and pea, fried in vegetable oil, homemade",DR,355,12.5,22.7,1.67,28.9,1.9,6.1,0.042
15-831,"Pakora/bhajia, potato, fried in vegetable oil, homemade",DR,315,9.2,19.6,1.41,28.4,1.4,5.0,0.06
15-832,"Pakora/bhajia, spinach, fried in vegetable oil, homemade",DR,360,14.6,22.2,1.65,30.0,1.9,7.0,0.228
15-653,"Pakora/bhajia, vegetable, retail",DR,238,6.4,14.7,1.0,21.4,2.4,3.6,1.075
11-1101,"Pakoras, homemade",AT,173,8.1,8.1,0.66,19.7,2.1,4.5,0.158
11-922,"Pancakes (served with crispy duck), pancakes only, takeaway",AT,305,7.8,7.9,0.0,53.3,5.2,0.0,0.302
11-959,"Pancakes, savoury, made with semi-skimmed milk, homemade",AT,203,6.9,8.4,1.95,26.6,3.8,1.1,0.132
11-1102,"Pancakes, savoury, made with skimmed milk, homemade",AT,193,6.9,7.3,1.22,26.7,3.9,1.1,0.138
11-1103,"Pancakes, savoury, wholemeal, made with whole milk, homemade",AT,209,7.6,10.1,2.87,23.4,4.0,2.9,0.132
15-645,"Pancakes, stuffed with vegetables, homemade",DR,113,4.1,4.2,0.95,15.8,4.4,1.2,0.072
15-833,"Pancakes, stuffed with vegetables, wholemeal, homemade",DR,115,4.4,5.0,1.39,14.2,4.5,2.1,0.072
11-1143,"Pancakes, sweet, made with semi skimmed milk, homemade",AS,234,6.3,7.4,1.22,37.9,17.0,1.0,0.128
11-1141,"Pancakes, sweet, made with skimmed milk, homemade",AS,234,6.3,7.4,1.22,37.9,17.0,1.0,0.128
11-1142,"Pancakes, sweet, made with whole milk, homemade",AS,254,6.3,9.7,2.67,37.8,16.9,1.0,0.122
16-432,"Pangasius, flesh only, baked",JA,109,21.8,2.3,0.72,0.0,0.0,0.0,0.748
16-433,"Pangasius, flesh only, poached",JA,102,20.5,2.2,0.68,0.0,0.0,0.0,0.7
16-382,"Pangasius, flesh only, raw",JA,74,14.9,1.6,0.49,0.0,0.0,0.0,0.51
11-998,"Papadums, takeaway",AF,501,11.5,38.8,7.95,28.3,0.0,6.3,0.0
14-390,"Papaya, flesh only, raw",FA,44,0.7,0.6,0.19,9.5,9.5,1.8,0.035
14-397,"Papaya, flesh only, raw, weighed with skin and pips",FA,27,0.4,0.4,0.11,5.7,5.7,1.1,0.02
13-311,"Papaya, unripe, green flesh, raw",DG,27,0.9,0.1,0.0,5.5,0.0,1.5,0.038
13-879,Paprika,H,0,14.1,12.9,2.14,0.0,10.3,34.9,0.17
11-1104,"Paratha, homemade",AF,333,7.8,14.4,8.51,45.8,0.7,4.9,0.295
