food_code,name,group,kcal,protein_g,fat_g,satfat_g,carbs_g,sugars_g,fibre_g,salt_g
12-240,"Jelly, made with skimmed milk",BR,73,2.6,0.0,0.0,16.8,16.8,0.0,0.072
12-237,"Jelly, made with water",BR,61,1.2,0.0,0.0,15.1,15.1,0.0,0.012
12-516,"Jelly, sugar free, made with water",BR,6,1.6,0.0,0.0,0.0,0.0,0.0,0.012
16-080,"John Dory, raw",JA,89,19.0,1.4,0.3,0.0,0.0,0.0,0.15
14-122,"Jujube, flesh only",FA,87,1.5,0.3,0.1,19.7,19.7,0.0,0.01
16-081,"Kalabasu, raw",JA,68,14.7,1.0,0.0,0.0,0.0,0.0,0.0
16-186,"Katla, raw",JA,100,19.5,2.4,0.0,0.0,0.0,0.0,0.125
19-615,"Kebabs, pork and pineapple, homemade",MR,170,14.4,9.9,2.44,5.9,6.1,0.8,0.195
16-447,"Kedgeree, homemade",JR,167,15.9,7.7,2.37,9.1,0.0,0.2,0.858
15-809,Khadhi,DR,63,3.4,2.8,1.6,6.6,4.5,0.5,0.092
15-810,Khatiyu,DR,192,8.5,7.0,0.54,25.8,3.8,0.1,0.062
19-587,"Kheema, beef, homemade",MR,160,11.7,10.8,3.69,4.6,2.6,1.1,0.11
19-480,"Kheema, lamb, homemade",MR,178,11.0,13.4,3.84,4.0,2.4,1.5,0.092
19-593,"Kheema, lamb, reduced fat, homemade",MR,142,11.4,9.4,3.32,3.2,1.6,1.6,0.098
15-528,"Khichadi, with butter ghee",DR,169,4.8,5.2,3.03,27.3,0.2,1.4,1.238
15-529,"Khichadi, with vegetable oil",DR,169,4.8,5.2,0.76,27.0,0.2,1.4,1.238
18-493,"Kidney, lamb, fried in corn oil",MG,188,23.7,10.3,0.0,0.0,0.0,0.0,0.575
18-402,"Kidney, lamb, raw",MG,91,17.0,2.6,0.9,0.0,0.0,0.0,0.375
18-404,"Kidney, ox, raw",MG,88,17.2,2.1,0.8,0.0,0.0,0.0,0.425
18-405,"Kidney, ox, stewed",MG,138,24.5,4.4,1.4,0.0,0.0,0.0,0.375
18-407,"Kidney, pig, fried",MG,202,29.2,9.5,0.0,0.0,0.0,0.0,0.55
18-406,"Kidney, pig, raw",MG,86,15.5,2.7,0.9,0.0,0.0,0.0,0.5
18-408,"Kidney, pig, stewed",MG,153,24.4,6.1,2.0,0.0,0.0,0.0,0.925
16-398,"Kippers, flesh only, boil in the bag, with butter, cooked",JC,193,18.6,13.2,2.96,0.0,0.0,0.0,2.15
16-397,"Kippers, flesh only, grilled",JC,245,21.7,17.6,3.74,0.0,0.0,0.0,2.368
16-476,"Kippers, flesh only, grilled, fillets weighed with bones and skin",JC,219,19.3,15.7,3.33,0.0,0.0,0.0,2.108
14-371,"Kiwi fruit, flesh only, raw",FA,44,0.8,0.9,0.07,8.6,8.3,2.7,0.002
14-373,"Kiwi fruit, flesh only, raw, weighed with skin",FA,32,0.6,0.7,0.05,6.2,6.0,2.0,0.002
12-605,"Knickerbocker glory, homemade",BP,128,2.4,6.3,2.83,16.4,14.1,1.3,0.075
19-642,"Kofta, beef, homemade",MR,290,25.3,20.5,8.52,1.3,0.8,0.3,0.29
19-594,"Kofta, lamb, coated with breadcrumbs, homemade",MR,277,23.8,16.0,7.08,9.7,0.9,0.4,0.348
13-576,"Kohl rabi, boiled in unsalted water",DG,18,1.2,0.2,0.0,3.1,3.0,1.9,0.008
13-261,"Kohl rabi, raw",DG,23,1.6,0.2,0.0,3.7,3.6,2.2,0.01
12-606,"Kulfi, homemade",BP,457,5.7,42.4,24.22,13.8,13.6,0.5,0.138
14-125,"Kumquats, whole fruit, raw",FA,43,0.9,0.5,0.0,9.3,9.3,3.8,0.015
17-212,"Lager, alcohol-free",QA,7,0.4,0.0,0.0,1.5,1.2,0.0,0.005
17-676,"Lager, extra strong",QA,60,0.3,0.0,0.0,2.4,2.4,0.0,0.018
17-750,"Lager, low alcohol",QA,16,0.3,0.0,0.0,0.5,0.5,0.0,0.025
17-751,"Lager, premium",QA,29,0.3,0.0,0.0,0.0,0.0,0.0,0.018
17-749,"Lager, standard",QA,24,0.3,0.0,0.0,0.0,0.0,0.0,0.018
19-598,"Lamb stir-fried with vegetables, homemade",MR,244,16.4,18.4,7.36,2.3,2.0,0.6,0.592
18-478,"Lamb, average, raw, lean and fat",MAE,187,19.0,12.3,5.36,0.0,0.0,0.0,0.145
18-103,"Lamb, best end neck cutlets, barbecued, lean",MAE,236,27.7,13.9,6.5,0.0,0.0,0.0,0.205
18-105,"Lamb, best end neck cutlets, barbecued, lean and fat",MAE,342,24.3,27.2,13.2,0.0,0.0,0.0,0.2
18-106,"Lamb, best end neck cutlets, barbecued, lean and fat, weighed with bone",MAE,246,17.5,19.6,9.5,0.0,0.0,0.0,0.142
18-104,"Lamb, best end neck cutlets, barbecued, lean, weighed with fat and bone",MAE,120,14.1,7.1,3.3,0.0,0.0,0.0,0.105
18-107,"Lamb, best end neck cutlets, grilled, lean",MAE,238,28.5,13.8,6.5,0.0,0.0,0.0,0.21
18-109,"Lamb, best end neck cutlets, grilled, lean and fat",MAE,367,24.5,29.9,14.5,0.0,0.0,0.0,0.202
18-110,"Lamb, best end neck cutlets, grilled, lean and fat, weighed with bone",MAE,259,17.6,21.0,10.4,0.0,0.0,0.0,0.145
18-108,"Lamb, best end neck cutlets, grilled, lean, weighed with fat and bone",MAE,114,13.7,6.6,3.1,0.0,0.0,0.0,0.1
18-101,"Lamb, best end neck cutlets, raw, lean and fat",MAE,316,16.3,27.9,13.6,0.0,0.0,0.0,0.145
18-102,"Lamb, best end neck cutlets, raw, lean and fat, weighed with bone",MAE,231,11.9,20.4,9.9,0.0,0.0,0.0,0.105
18-111,"Lamb, breast, raw, lean",MAE,179,19.6,11.2,5.2,0.0,0.0,0.0,0.215
18-112,"Lamb, breast, raw, lean and fat",MAE,287,16.2,24.7,11.9,0.0,0.0,0.0,0.172
18-113,"Lamb, breast, roasted, lean",MAE,273,26.7,18.5,8.6,0.0,0.0,0.0,0.232
18-114,"Lamb, breast, roasted, lean and fat",MAE,359,22.4,29.9,14.3,0.0,0.0,0.0,0.212
18-117,"Lamb, chump chops, fried, lean",MAE,213,28.1,11.2,5.0,0.0,0.0,0.0,0.185
18-119,"Lamb, chump chops, fried, lean and fat",MAE,308,24.7,23.2,10.8,0.0,0.0,0.0,0.18
18-120,"Lamb, chump chops, fried, lean and fat, weighed with bone",MAE,256,20.5,19.3,9.0,0.0,0.0,0.0,0.15
18-118,"Lamb, chump chops, fried, lean, weighed with fat and bone",MAE,135,17.7,7.1,3.2,0.0,0.0,0.0,0.118
18-115,"Lamb, chump chops, raw, lean and fat",MAE,242,18.3,18.8,8.8,0.0,0.0,0.0,0.14
18-116,"Lamb, chump chops, raw, lean and fat, weighed with bone",MAE,211,15.9,16.4,7.6,0.0,0.0,0.0,0.122
18-122,"Lamb, chump steaks, fried, lean and fat",MAE,283,24.8,20.4,9.4,0.0,0.0,0.0,0.178
18-121,"Lamb, chump steaks, raw, lean and fat",MAE,222,18.6,16.4,7.6,0.0,0.0,0.0,0.14
18-100,"Lamb, fat, average, cooked",MAE,568,15.4,56.3,28.4,0.0,0.0,0.0,0.18
18-098,"Lamb, fat, average, raw",MAE,518,13.3,51.6,26.3,0.0,0.0,0.0,0.09
18-099,"Lamb, fat, raw, average, extra trimmed",MAE,721,6.5,77.2,0.0,0.0,0.0,0.0,0.0
18-475,"Lamb, lean only, raw, average",MAE,153,20.2,8.0,3.46,0.0,0.0,0.0,0.175
18-097,"Lamb, lean only, raw, average, extra trimmed",MAE,148,20.0,7.5,0.0,0.0,0.0,0.0,0.0
18-124,"Lamb, leg chops, grilled, lean and fat",MAE,221,28.3,12.0,5.0,0.0,0.0,0.0,0.178
18-125,"Lamb, leg chops, grilled, lean and fat, weighed with bone",MAE,186,23.8,10.1,4.2,0.0,0.0,0.0,0.148
18-131,"Lamb, leg joint, roasted, lean",MAE,210,30.8,9.6,3.4,0.0,0.0,0.0,0.205
18-132,"Lamb, leg joint, roasted, lean and fat",MAE,236,29.7,13.0,4.7,0.0,0.0,0.0,0.205
18-133,"Lamb, leg steaks, grilled, lean",MAE,198,29.2,9.0,3.6,0.0,0.0,0.0,0.175
18-134,"Lamb, leg steaks, grilled, lean and fat",MAE,231,28.0,13.2,5.5,0.0,0.0,0.0,0.178
18-126,"Lamb, leg, half fillet, braised, lean",MAE,204,27.3,10.5,4.6,0.0,0.0,0.0,0.145
18-127,"Lamb, leg, half fillet, braised, lean and fat",MAE,256,25.6,17.1,7.7,0.0,0.0,0.0,0.155
18-128,"Lamb, leg, half knuckle, pot-roasted, lean",MAE,201,29.4,9.3,3.9,0.0,0.0,0.0,0.145
18-129,"Lamb, leg, half knuckle, pot-roasted, lean and fat",MAE,237,28.1,13.8,6.0,0.0,0.0,0.0,0.15
18-130,"Lamb, leg, half knuckle, pot-roasted, lean and fat, weighed with bone",MAE,173,20.5,10.1,4.4,0.0,0.0,0.0,0.11
18-137,"Lamb, leg, whole, roasted well done, lean",MAE,208,31.3,9.2,3.7,0.0,0.0,0.0,0.155
18-138,"Lamb, leg, whole, roasted well done, lean and fat",MAE,242,29.8,13.6,5.7,0.0,0.0,0.0,0.16
18-480,"Lamb, leg, whole, roasted, lean and fat",MAE,240,28.1,14.2,5.93,0.0,0.0,0.0,0.16
18-479,"Lamb, leg, whole, roasted, lean only",MAE,203,29.7,9.4,3.8,0.0,0.0,0.0,0.158
18-141,"Lamb, loin chops, grilled, lean",MAE,213,29.2,10.7,4.9,0.0,0.0,0.0,0.2
18-477,"Lamb, loin chops, grilled, lean and fat",MAE,305,26.5,22.1,10.5,0.0,0.0,0.0,0.202
18-496,"Lamb, loin chops, grilled, lean and fat, weighed with bone",MAE,247,21.5,17.9,8.5,0.0,0.0,0.0,0.165
18-142,"Lamb, loin chops, grilled, lean, weighed with fat and bone",MAE,130,17.8,6.5,3.0,0.0,0.0,0.0,0.122
18-145,"Lamb, loin chops, microwaved, lean",MAE,242,32.4,12.5,5.7,0.0,0.0,0.0,0.188
18-147,"Lamb, loin chops, microwaved, lean and fat",MAE,352,27.5,26.9,12.8,0.0,0.0,0.0,0.185
18-148,"Lamb, loin chops, microwaved, lean and fat, weighed with bone",MAE,289,22.5,22.1,10.5,0.0,0.0,0.0,0.15
18-146,"Lamb, loin chops, microwaved, lean, weighed with fat and bone",MAE,141,18.8,7.3,3.3,0.0,0.0,0.0,0.11
18-476,"Lamb, loin chops, raw, lean and fat",MAE,277,17.6,23.0,10.8,0.0,0.0,0.0,0.158
18-497,"Lamb, loin chops, raw, lean and fat, weighed with bone",MAE,216,13.7,17.9,8.4,0.0,0.0,0.0,0.122
18-149,"Lamb, loin chops, roasted, lean",MAE,257,34.4,13.3,6.1,0.0,0.0,0.0,0.228
18-151,"Lamb, loin chops, roasted, lean and fat",MAE,359,29.1,26.9,12.8,0.0,0.0,0.0,0.212
18-152,"Lamb, loin chops, roasted, lean and fat, weighed with bone",MAE,316,22.4,20.7,11.3,0.0,0.0,0.0,0.188
18-150,"Lamb, loin chops, roasted, lean, weighed with fat and bone",MAE,144,19.3,7.4,3.4,0.0,0.0,0.0,0.128
18-153,"Lamb, loin joint, raw, lean and fat",MAE,307,16.9,26.6,12.6,0.0,0.0,0.0,0.152
18-154,"Lamb, loin joint, raw, lean and fat, weighed with bone",MAE,236,13.0,20.5,9.7,0.0,0.0,0.0,0.118
18-155,"Lamb, loin joint, roasted, lean",MAE,209,28.2,10.7,4.9,0.0,0.0,0.0,0.19
18-156,"Lamb, loin joint, roasted, lean and fat",MAE,303,25.3,22.4,10.6,0.0,0.0,0.0,0.188
18-157,"Lamb, loin joint, roasted, lean and fat, weighed with bone",MAE,224,18.7,16.6,7.8,0.0,0.0,0.0,0.19
18-481,"Lamb, mince, raw",MAE,196,19.1,13.3,6.2,0.0,0.0,0.0,0.172
18-159,"Lamb, mince, stewed",MAE,208,24.4,12.3,5.94,0.0,0.0,0.0,0.148
19-608,"Lamb, mince, stewed with onions",MR,129,10.6,8.5,3.34,2.8,0.6,0.4,0.792
18-160,"Lamb, neck fillet, raw, lean",MAE,203,19.4,13.9,6.4,0.0,0.0,0.0,0.152
18-161,"Lamb, neck fillet, raw, lean and fat",MAE,232,18.4,17.6,8.3,0.0,0.0,0.0,0.148
18-162,"Lamb, neck fillet, slices, grilled, lean",MAE,284,27.9,19.1,8.7,0.0,0.0,0.0,0.195
18-163,"Lamb, neck fillet, slices, grilled, lean and fat",MAE,302,26.3,21.9,10.3,0.0,0.0,0.0,0.19
18-164,"Lamb, neck fillet, strips, stir-fried  in corn oil, lean",MAE,278,24.4,20.0,8.17,0.0,0.0,0.0,0.17
18-165,"Lamb, neck fillet, strips, stir-fried in corn oil, lean and fat",MAE,301,23.2,23.1,9.9,0.0,0.0,0.0,0.175
18-188,"Lamb, New Zealand, leg, whole, chilled, roasted, lean",MAE,207,28.8,10.2,4.4,0.0,0.0,0.0,0.205
18-189,"Lamb, New Zealand, leg, whole, chilled, roasted, lean and fat",MAE,230,28.0,13.1,5.8,0.0,0.0,0.0,0.205
18-190,"Lamb, New Zealand, leg, whole, frozen, raw, lean and fat, weighed with bone",MAE,160,15.0,11.1,3.7,0.0,0.0,0.0,0.11
18-191,"Lamb, New Zealand, leg, whole, frozen, roasted, lean",MAE,206,30.6,9.3,4.0,0.0,0.0,0.0,0.155
18-192,"Lamb, New Zealand, leg, whole, frozen, roasted, lean and fat",MAE,243,29.0,14.1,6.5,0.0,0.0,0.0,0.158
18-193,"Lamb, New Zealand, leg, whole, frozen, roasted, lean and fat, weighed with bone",MAE,178,21.2,10.3,4.9,0.0,0.0,0.0,0.118
18-194,"Lamb, New Zealand, loin chops, frozen, grilled, lean",MAE,249,31.4,13.7,6.2,0.0,0.0,0.0,0.2
18-196,"Lamb, New Zealand, loin chops, frozen, grilled, lean and fat",MAE,364,26.9,28.5,13.5,0.0,0.0,0.0,0.19
18-197,"Lamb, New Zealand, loin chops, frozen, grilled, lean and fat, weighed with bone",MAE,287,21.2,22.5,10.7,0.0,0.0,0.0,0.15
18-195,"Lamb, New Zealand, loin chops, frozen, grilled, lean, weighed with fat and bone",MAE,147,18.5,8.1,3.7,0.0,0.0,0.0,0.15
18-198,"Lamb, New Zealand, mince, frozen, stewed",MAE,243,20.9,17.7,8.8,0.0,0.0,0.0,0.188
18-199,"Lamb, New Zealand, shoulder, whole, frozen, roasted, lean",MAE,251,27.6,15.6,7.1,0.0,0.0,0.0,0.202
18-200,"Lamb, New Zealand, shoulder, whole, frozen, roasted, lean and fat",MAE,350,24.6,27.9,13.3,0.0,0.0,0.0,0.198
18-168,"Lamb, rack of, lean, roasted",MAE,225,27.1,13.0,6.2,0.0,0.0,0.0,0.192
18-166,"Lamb, rack of, raw, lean and fat",MAE,283,17.3,23.8,11.5,0.0,0.0,0.0,0.152
18-167,"Lamb, rack of, raw, lean and fat, weighed with bone",MAE,204,12.5,17.1,8.3,0.0,0.0,0.0,0.11
18-169,"Lamb, rack of, roasted, lean and fat",MAE,363,23.0,30.1,14.8,0.0,0.0,0.0,0.188
18-177,"Lamb, shoulder joint, roasted, lean",MAE,235,28.4,13.5,6.2,0.0,0.0,0.0,0.188
18-178,"Lamb, shoulder joint, roasted, lean and fat",MAE,282,25.9,19.8,9.3,0.0,0.0,0.0,0.185
18-172,"Lamb, shoulder, diced, kebabs, grilled, lean and fat",MAE,288,28.5,19.3,9.0,0.0,0.0,0.0,0.218
18-173,"Lamb, shoulder, half bladeside, pot-roasted, lean",MAE,234,26.2,14.3,6.4,0.0,0.0,0.0,0.17
18-174,"Lamb, shoulder, half bladeside, pot-roasted, lean and fat",MAE,324,23.5,25.6,12.0,0.0,0.0,0.0,0.178
18-175,"Lamb, shoulder, half knuckle, braised, lean",MAE,212,25.1,12.4,5.4,0.0,0.0,0.0,0.19
18-176,"Lamb, shoulder, half knuckle, braised, lean and fat",MAE,302,22.9,23.4,10.8,0.0,0.0,0.0,0.19
18-170,"Lamb, shoulder, raw, lean and fat",MAE,235,17.6,18.3,8.5,0.0,0.0,0.0,0.158
18-171,"Lamb, shoulder, raw, lean and fat, weighed with bone",MAE,188,14.1,14.6,6.8,0.0,0.0,0.0,0.125
18-179,"Lamb, shoulder, whole, roasted, lean",MAE,218,27.2,12.1,5.5,0.0,0.0,0.0,0.2
18-180,"Lamb, shoulder, whole, roasted, lean and fat",MAE,298,24.7,22.1,10.4,0.0,0.0,0.0,0.2
18-181,"Lamb, shoulder, whole, roasted, lean and fat, weighed with bone",MAE,235,19.5,17.5,8.2,0.0,0.0,0.0,0.158
18-184,"Lamb, stewing, pressure cooked, lean",MAE,248,28.7,14.8,6.5,0.0,0.0,0.0,0.162
18-185,"Lamb, stewing, pressure cooked, lean and fat",MAE,291,25.7,20.9,9.6,0.0,0.0,0.0,0.158
18-182,"Lamb, stewing, raw, lean and fat",MAE,203,22.5,12.6,5.9,0.0,0.0,0.0,0.165
18-183,"Lamb, stewing, raw, lean and fat, weighed with bone",MAE,136,15.1,8.4,3.9,0.0,0.0,0.0,0.11
18-186,"Lamb, stewing, stewed, lean",MAE,240,26.6,14.8,6.5,0.0,0.0,0.0,0.122
18-187,"Lamb, stewing, stewed, lean and fat",MAE,279,24.4,20.1,9.2,0.0,0.0,0.0,0.125
19-600,"Lamb's heart casserole, homemade",MR,161,11.8,8.1,2.91,9.9,0.6,0.4,1.03
19-601,"Lancashire hotpot, homemade",MR,119,7.3,6.9,2.96,7.4,1.4,1.1,0.288
16-425,"Langoustine, boiled",JK,86,19.7,0.8,0.15,0.0,0.0,0.0,0.54
17-010,Lard,OF,891,0.0,99.0,40.3,0.0,0.0,0.0,0.005
19-481,"Lasagne, homemade",MR,180,9.6,9.6,4.18,15.2,2.8,1.0,0.588
19-482,"Lasagne, homemade, with extra lean minced beef",MR,160,10.1,7.0,3.13,15.2,2.8,1.0,0.592
19-523,"Lasagne, retail, reheated",MR,143,7.4,6.1,2.8,15.7,3.0,1.7,0.525
15-186,"Lasagne, spinach, wholemeal, homemade",DR,93,4.2,3.1,1.3,13.0,2.2,2.3,0.325
15-651,"Lasagne, vegetable, retail",DR,117,4.8,5.3,0.0,13.4,4.4,0.0,0.525
15-188,"Lasagne, vegetable, wholemeal, homemade",DR,106,4.8,4.6,2.2,12.4,3.0,2.1,0.275
12-373,"Lassi, sweetened",BN,65,2.6,0.9,0.59,12.3,11.9,0.0,0.112
15-190,Laverbread,DR,52,3.2,3.7,0.0,1.6,0.0,0.0,1.4
15-813,"Leeks in cheese sauce, made with semi-skimmed milk, homemade",DR,82,4.0,5.5,3.22,4.6,2.6,1.4,0.225
15-814,"Leeks in cheese sauce, made with skimmed milk, homemade",DR,79,4.0,5.0,2.94,4.6,2.6,1.4,0.228
15-815,"Leeks in cheese sauce, made with whole milk, homemade",DR,87,4.0,6.0,3.59,4.5,2.5,1.2,0.225
13-625,"Leeks, boiled in unsalted water",DG,16,1.2,0.2,0.03,2.5,2.3,1.9,0.002
13-624,"Leeks, raw",DG,23,1.5,0.2,0.04,4.1,3.8,2.8,0.0
13-626,"Leeks, roasted in rapeseed oil",DG,41,1.7,1.9,0.15,4.5,4.2,3.1,0.0
19-602,"Lemon chicken, homemade",MR,150,16.9,6.2,0.57,7.1,3.3,0.0,0.125
17-762,Lemon curd,SC,266,0.6,4.9,1.52,58.4,52.5,0.2,0.162
17-806,"Lemon curd, homemade",S,350,4.2,16.0,9.1,50.7,50.7,0.0,0.42
14-277,"Lemon juice, fresh",PE,7,0.3,0.0,0.0,1.6,1.6,0.1,0.002
14-278,"Lemon juice, fresh, weighed as whole fruit",FC,2,0.1,0.0,0.0,0.6,0.6,0.0,0.0
14-337,Lemon peel,FA,0,1.5,0.3,0.1,0.0,0.0,10.6,0.015
16-380,"Lemon sole, flesh only, grilled",JA,91,21.5,0.6,0.16,0.0,0.0,0.0,0.378
16-379,"Lemon sole, flesh only, raw",JA,73,16.7,0.7,0.16,0.0,0.0,0.0,0.288
16-478,"Lemon sole, flesh only, steamed",JA,95,21.7,0.9,0.21,0.0,0.0,0.0,0.375
16-496,"Lemon sole, flesh only, steamed, weighed with bones and skin",JA,73,16.7,0.7,0.16,0.0,0.0,0.0,0.288
16-087,"Lemon sole, goujons, baked",JA,187,16.0,14.6,0.0,14.7,0.9,0.0,0.5
17-179,Lemonade,PCA,22,0.0,0.0,0.0,5.8,5.8,0.0,0.018
17-807,"Lemonade, homemade",PCC,63,0.0,0.0,0.0,16.7,16.7,0.1,0.002
14-130,"Lemons, flesh only, raw, weighed with peel and pips",FA,9,0.5,0.2,0.1,1.4,1.4,0.0,0.005
14-129,"Lemons, peeled, flesh only",FA,14,0.8,0.3,0.1,2.2,2.2,0.0,0.008
14-128,"Lemons, whole, without pips",FA,19,1.0,0.3,0.1,3.2,3.2,0.0,0.012
15-200,"Lentil and nut roast, homemade",DR,222,10.6,12.1,1.8,18.8,2.7,3.8,0.65
15-201,"Lentil and nut roast, with egg, homemade",DR,218,10.8,12.1,1.9,17.6,2.6,3.6,0.625
15-817,"Lentil and potato pie, homemade",DR,111,5.3,2.2,0.4,18.6,1.4,2.3,0.78
15-818,"Lentil and rice roast, homemade",DR,131,5.1,1.8,0.19,25.2,1.1,1.7,0.315
15-819,"Lentil and rice roast, with egg, homemade",DR,131,5.5,2.1,0.29,24.1,1.1,1.6,0.318
15-820,"Lentil cutlets, fried in vegetable oil, homemade",DR,199,8.5,8.3,0.57,24.2,1.2,1.7,0.062
15-821,"Lentil pie, homemade",DR,175,6.9,4.3,0.28,29.1,4.2,0.0,0.21
15-198,"Lentil roast, homemade",DR,139,7.7,3.0,0.4,21.9,2.5,3.4,0.7
15-199,"Lentil roast, with egg, homemade",DR,141,8.2,3.6,0.6,20.3,2.3,3.1,0.675
13-661,"Lentils, green and brown, whole, dried, boiled in unsalted water",DB,92,7.8,0.7,0.1,14.5,0.2,7.4,0.0
13-089,"Lentils, green and brown, whole, dried, raw",DB,297,24.3,1.9,0.2,48.8,1.2,8.9,0.03
13-658,"Lentils, red, split, dried, boiled in unsalted water",DB,102,8.1,0.7,0.0,16.9,0.4,6.3,0.0
13-657,"Lentils, red, split, dried, raw",DB,311,25.6,1.8,0.28,51.2,1.3,17.4,0.0
13-520,"Lettuce, average, raw",DG,11,1.2,0.1,0.03,1.4,1.4,1.5,0.022
17-201,"Lime juice cordial, diluted",PCC,22,0.0,0.0,0.0,6.0,6.0,0.0,0.005
17-200,"Lime juice cordial, undiluted",PCC,112,0.1,0.0,0.0,29.8,29.8,0.0,0.02
14-279,"Lime juice, fresh",FC,9,0.4,0.1,0.0,1.6,1.6,0.1,0.002
14-131,"Limes, flesh only",FA,9,0.7,0.3,0.1,0.8,0.8,0.0,0.005
14-132,"Limes, flesh only, weighed with peel and pips",FA,6,0.5,0.2,0.0,0.6,0.6,0.0,0.002
16-091,"Ling, raw",JA,82,18.8,0.7,0.0,0.0,0.0,0.0,0.3
17-768,"Liqueurs, cream",QI,305,3.0,13.0,8.2,21.8,21.8,0.0,0.222
17-244,"Liqueurs, high strength",QI,314,0.0,0.0,0.0,24.4,24.4,0.0,0.015
17-245,"Liqueurs, low-medium strength",QI,262,0.0,0.0,0.0,32.8,32.8,0.0,0.03
17-777,Liquorice allsorts,SEC,349,3.7,5.2,3.6,76.7,62.4,2.0,0.142
13-833,Liquorice powder,H,0,6.3,1.7,0.0,0.0,0.0,0.0,0.0
19-603,"Liver and bacon, fried, homemade",MR,247,28.9,14.7,0.0,0.0,0.0,0.0,0.868
19-604,"Liver and onions, stewed, homemade",MR,142,14.7,6.9,1.34,5.4,4.3,1.5,0.132
19-106,Liver sausage,MI,226,13.4,16.7,5.3,6.0,1.0,0.7,2.025
18-410,"Liver, calf, fried in corn oil",MG,176,22.3,9.6,0.0,0.0,0.0,0.0,0.175
18-409,"Liver, calf, raw",MG,104,18.3,3.4,1.0,0.0,0.0,0.0,0.178
18-412,"Liver, chicken, fried in corn oil",MG,169,22.1,8.9,0.0,0.0,0.0,0.0,0.198
18-411,"Liver, chicken, raw",MG,92,17.7,2.3,0.7,0.0,0.0,0.0,0.19
18-494,"Liver, lamb, fried in corn oil",MG,237,30.1,12.9,0.0,0.0,0.0,0.0,0.205
18-413,"Liver, lamb, raw",MG,137,20.3,6.2,1.7,0.0,0.0,0.0,0.182
18-415,"Liver, ox, raw",MG,155,21.1,7.8,2.9,0.0,0.0,0.0,0.202
18-416,"Liver, ox, stewed",MG,198,24.8,9.5,3.5,3.6,0.0,0.0,0.275
18-417,"Liver, pig, raw",MG,113,21.3,3.1,1.0,0.0,0.0,0.0,0.205
18-418,"Liver, pig, stewed",MG,189,25.6,8.1,2.5,3.6,0.0,0.0,0.325
16-332,"Lobster, boiled",JK,103,22.1,1.6,0.2,0.0,0.0,0.0,0.825
16-343,"Lobster, boiled, weighed with shell",JK,37,8.0,0.6,0.1,0.0,0.0,0.0,0.3
14-133,"Loganberries, raw",FA,17,1.1,0.0,0.0,3.4,3.4,2.5,0.008
14-134,"Loganberries, stewed with sugar",FA,50,0.8,0.0,0.0,12.5,12.5,2.0,0.005
14-135,"Loganberries, stewed without sugar",FA,14,0.9,0.0,0.0,2.9,2.9,2.1,0.005
12-390,"Lollies, containing ice-cream",BP,118,1.4,3.8,2.07,20.9,20.9,0.0,0.078
12-389,"Lollies, with real fruit juice",BP,73,0.1,0.3,0.0,18.6,17.8,0.0,0.028
14-138,"Longans, canned in syrup, drained",FA,67,0.4,0.3,0.1,17.1,17.0,0.0,0.132
14-139,"Longans, canned in syrup, whole contents",FA,63,0.3,0.2,0.0,16.5,16.4,0.0,0.102
14-137,"Longans, flesh only, dried",FA,286,4.9,0.4,0.1,72.0,71.5,0.0,0.12
14-140,"Loquats, flesh only, raw",FA,28,0.7,0.2,0.0,6.3,6.3,0.0,0.002
13-271,"Lotus tubers, raw",DG,51,2.1,0.1,0.0,11.0,5.5,0.0,0.072
17-761,Lucozade,PCA,60,0.0,0.0,0.0,16.0,11.1,0.0,0.065
19-136,"Luncheon meat, Chinese, steamed",MI,288,11.9,22.3,0.0,10.5,0.0,0.0,1.7
14-143,"Lychees, flesh only, raw, weighed with skin and stone",FA,36,0.5,0.1,0.0,8.9,8.9,0.4,0.002
14-142,"Lychees, raw, flesh only",FA,58,0.9,0.1,0.0,14.3,14.3,0.7,0.002
14-891,"Macadamia nuts, salted",G,748,7.9,77.6,11.2,4.8,4.0,5.3,1.0
11-954,"Macaroni cheese, homemade",AD,183,7.8,8.6,4.47,19.8,2.8,1.1,0.372
12-951,"Macaroon, homemade",CDH,442,9.9,17.8,1.41,64.0,62.0,2.4,0.145
13-834,"Mace, ground",H,0,6.7,32.4,9.5,0.0,0.0,0.0,0.2
16-394,"Mackerel, flesh only, grilled",JC,283,20.3,22.4,5.1,0.0,0.0,0.0,0.408
16-479,"Mackerel, flesh only, grilled, fillets weighed with bones and skin",JC,278,19.9,22.0,5.0,0.0,0.0,0.0,0.4
16-393,"Mackerel, flesh only, raw",JC,233,18.0,17.9,3.85,0.0,0.0,0.0,0.382
16-414,"Mackerel, flesh only, smoked",JC,301,21.1,24.1,5.04,0.0,0.0,0.0,1.865
17-651,Maltesers and similar products,SEA,476,7.6,23.3,14.16,63.0,55.5,1.7,0.39
14-145,"Mammie apple, flesh only",FA,60,0.5,0.4,0.0,14.4,14.4,0.0,0.038
14-146,"Mandarin oranges, canned in juice, whole contents",FA,32,0.7,0.0,0.0,7.7,7.7,0.3,0.015
13-273,"Mango, unripe, green flesh, raw",DG,46,0.5,0.2,0.1,11.2,5.6,2.9,0.062
14-378,"Mangoes, ripe, flesh only, raw",FA,48,0.7,0.6,0.15,10.7,10.4,1.1,0.01
